"filename", "language", "XML", "JSON", "C#", "Batch", "Markdown", "Log", "Shell Script", "YAML", "ShaderLab", "HLSL", "comment", "blank", "total"
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/LICENSE.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/README.md", "Markdown", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 16, 126
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/.tests.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/ChangesModelTests.cs", "C#", 0, 0, 503, 0, 0, 0, 0, 0, 0, 0, 0, 92, 595
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/HistoryModelTests.cs", "C#", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 20, 131
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/Providers/MockSourceControlProvider.cs", "C#", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 4, 41, 255
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/StartModelTests.cs", "C#", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 4, 31, 192
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestChangesModel.cs", "C#", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 44, 193
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestHistoryModel.cs", "C#", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 23, 128
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestMainModel.cs", "C#", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 25, 139
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestSourceControlProvider.cs", "C#", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 48, 249
